SEARCH_TERMS,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
Cyberattacks,British Army and Royal Navy 'hit by cyberattacks from pro-Russian and pro-Palestinian hackers' - Yahoo News UK,,"['british', 'hit', 'threat', 'russia', 'propalestinian', 'attacks', 'members', 'intelligence', 'army', 'cyber', 'known', 'cyberattacks', 'groups', 'security', 'hackers', 'prorussian', 'group', 'royal', 'navy']",2025-04-07,https://uk.news.yahoo.com/british-army-royal-navy-hit-105342317.html,yahoo news uk,https://uk.news.yahoo.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,UK SMEs lose £3.4bn annually to cyberattacks – report - Total Telecom,,[],2025-04-07,https://totaltele.com/uk-smes-lose-3-4bn-annually-to-cyberattacks-report/,total telecom,https://totaltele.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"Self-Directed, AI-Driven Attack Platform Enters the Chat - Dark Reading",,[],2025-04-07,http://www.darkreading.com/threat-intelligence/autonomous-genai-attacker-platform-chat,dark reading,http://www.darkreading.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"HellCat, Rey, and Grep Groups Dispute Claims in Orange and HighWire Press Cases - GBHackers News",,"['highwire', 'grep', 'claims', 'group', 'groups', 'hellcat', 'rey', 'press', 'cybersecurity', 'data', 'cybercrime', 'orange', 'case', 'cases', 'dispute']",2025-04-07,https://gbhackers.com/hellcat-rey-and-grep-groups-dispute-claims-in-orange/,gbhackers news,https://gbhackers.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,The rise of cyberattacks: how AI helps hackers steal your data - Tatler Asia,,"['rise', 'used', 'ai', 'helps', 'try', 'cyberattacks', 'hack', 'tool', 'makes', 'data', 'steal', 'far', 'hackers', 'weak', 'hacking']",2025-04-07,https://www.tatlerasia.com/newsletters/gent-your-data-vs-ai-the-rise-of-online-attacks,tatler asia,https://www.tatlerasia.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,UK SMEs loosing £3.4 billion a year to cyber attacks - Vodafone - Telecoms.com,,[],2025-04-07,https://www.telecoms.com/security/uk-smes-loosing-3-4-billion-a-year-to-cyber-attacks,telecoms.com,https://www.telecoms.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"US cybersecurity concerns are rising, with China topping the list - The Christian Science Monitor",,"['department', 'hacks', 'president', 'topping', 'typhoon', 'officials', 'rising', 'china', 'cybersecurity', 'concerns', 'security', 'hackers', 'trump', 'infrastructure', 'list']",2025-04-07,https://www.csmonitor.com/usa/politics/2025/0407/trump-cybersecurity-congress-china,the christian science monitor,https://www.csmonitor.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,Alleged Scattered Spider SIM-swapper must pay back $13.2M to 59 victims - theregister.com,,[],2025-04-07,https://www.theregister.com/amp/2025/04/07/scattered_spider_sim_swap/,theregister.com,https://www.theregister.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,Cyberattacks Surge in BFSI Sector: Digital threat report 2024 reveals AI-driven risks and compliance shifts - Zee Business,,"['cyber', 'report', 'cyberattacks', 'compliance', 'risks', 'sector', 'reveals', 'bfsi', 'shifts', 'digital', 'threats', 'surge', 'security', 'access', 'tactics', 'threat']",2025-04-07,https://www.zeebiz.com/technology/news-cyberattacks-surge-in-bfsi-sector-digital-threat-report-2024-reveals-ai-driven-risks-and-compliance-shifts-csirt-fin-cybersecurity-354229,zee business,https://www.zeebiz.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,‘Lifting telco legislative check to expose Philippines to cyber attacks’ - Philstar.com,,"['cyber', 'dtips', 'lifting', 'telco', 'check', 'attacks', 'legislative', 'pcto', 'transmission', 'yesterday', 'konektadong', 'data', 'expose', 'pinoy', 'national', 'philippines']",2025-04-07,https://www.philstar.com/business/2025/04/08/2434237/lifting-telco-legislative-check-expose-philippines-cyber-attacks,philstar.com,https://www.philstar.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"Super warning for 'lazy' Australians after $500,000 vanishes - Yahoo",,"['cyber', 'super', 'lazy', 'problem', 'known', 'check', 'australians', 'attacks', 'authentication', 'warren', 'members', 'superannuation', 'vulnerable', 'reality', 'security', 'accounts', 'funds', 'multifactor']",2025-04-07,https://au.finance.yahoo.com/news/500000-superannuation-reality-check-for-lazy-australians-vulnerable-to-cyber-attacks-known-problem-063830821.html,yahoo,https://au.finance.yahoo.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,Superannuation hack: Cyberattack exposes Labor big super weakness - AFR,,"['taskcyber', 'set', 'super', 'stinging', 'system', 'weakness', 'labor', 'cyberattack', 'superannuation', 'vulnerability', 'unionbacked', 'standards', 'exposes', 'big', 'nations']",2025-04-07,https://www.afr.com/policy/tax-and-super/cyberattack-exposes-labor-big-super-weakness-20250407-p5lps1,afr,https://www.afr.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,Vodafone study shows cyber attacks costing UK SMEs GBP 3.4 bln a year - Telecompaper,,['telecompaper'],2025-04-07,https://www.telecompaper.com/news/vodafone-study-shows-cyber-attacks-costing-uk-smes-gbp-34-bln-a-year--1533062,telecompaper,https://www.telecompaper.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"India’s BFSI sector faces major cyber threats in 2025: AI, deepfakes, quantum risks and more - CNBC TV18",,"['financial', 'threat', 'major', 'attacks', 'bfsi', 'digital', 'vulnerabilities', 'quantum', 'cyber', '2025', 'voice', 'report', 'deepfakes', 'malware', 'attackers', 'faces', 'risks', 'sector', 'threats', 'indias']",2025-04-07,https://www.cnbctv18.com/technology/india-bfsi-sector-major-cyber-threats-in-2025-ai-deepfakes-quantum-risks-and-more-19585933.htm,cnbc tv18,https://www.cnbctv18.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,The Weaponization of PDFs: How Cybercriminals Are Exploiting a Trusted Format - Techweez,,"['pdf', 'format', 'malicious', 'pdfs', 'attacks', 'attackers', 'trusted', 'making', 'evade', 'exploiting', 'security', 'weaponization', 'cybercriminals', 'links']",2025-04-07,https://techweez.com/2025/04/03/cybersecurity-threat-the-weaponization-of-pdfs/,techweez,https://techweez.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,"""Protecting Court Records Is Paramount"" – CJN Kekere-Ekun Warns Judiciary Is Prime Target For Cyberattacks Due To Sensitive Data - TheNigeriaLawyer",,"['technology', 'justice', 'protecting', 'national', 'records', 'ict', 'warns', 'target', 'digital', 'efficiency', 'prime', 'access', 'sensitive', 'kekereekun', 'judicial', 'paramount', 'data', 'legal', 'judiciary']",2025-04-07,https://thenigerialawyer.com/protectiing-court-records-is-paramount-cjn-kekere-ekun-warns-judiciary-is-prime-target-for-cyberattacks-due-to-sensitive-data/,thenigerialawyer,https://thenigerialawyer.com,neutral,0.0,2025-04-08T06:04:08.161871
Cyberattacks,There is urgent need for unified cybersecurity framework to protect BFSI sector: Centre - Weekly Voice,,"['urgent', 'report', 'global', 'unified', 'framework', 'centre', 'protect', 'financial', 'indias', 'sector', 'need', 'cybersecurity', 'bfsi', 'digital', 'transactions', 'threat']",2025-04-07,https://weeklyvoice.com/there-is-urgent-need-for-unified-cybersecurity-framework-to-protect-bfsi-sector-centre/,weekly voice,https://weeklyvoice.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Singapore's DBS, BoC customer data at risk after ransomware attack on vendor - Reuters",,[],2025-04-07,https://www.reuters.com/technology/cybersecurity/dbs-vendor-ransomware-attack-potentially-exposes-8200-customer-statements-2025-04-07/,reuters,https://www.reuters.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Jackpot Junction victim of ransomware attack - Willmar Radio,,"['jackpot', 'junction', 'attack', 'edit', 'articleedit', 'ransomware', 'permission', 'close', 'victim']",2025-04-08,https://www.willmarradio.com/news/jackpot-junction-victim-of-ransomware-attack/article_a96845bf-f1e8-457b-aaf9-1e2484b30c46.html,willmar radio,https://www.willmarradio.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"DBS, Bank of China customer data compromised in ransomware attack on vendor; Ex-NMP Calvin Cheng's remarks on Gaza draw sharp criticism in Singapore: Singapore live news - Yahoo News Singapore",,"['live', 'trade', 'singapore', 'vendor', 'tariffs', 'exnmp', 'gaza', 'economic', 'cent', 'poll', 'sweeping', 'draw', 'respondents', 'budget', 'measures', 'dbs', 'ransomware', 'sharp', 'remarks']",2025-04-08,https://sg.news.yahoo.com/live/singapore-live-news-dbs-bank-of-china-customer-data-compromised-vendor-tnt-ransomware-attack-former-nmp-calvin-cheng-gaza-remarks-draw-sharp-criticism-023136392.html,yahoo news singapore,https://sg.news.yahoo.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Someone hacked ransomware gang Everest’s leak site - TechCrunch,,"['recent', 'hacks', 'site', 'gangs', 'ransomware', 'leak', 'experienced', 'data', 'hacked', 'including', 'everests', 'gang']",2025-04-07,https://techcrunch.com/2025/04/07/someone-hacked-everest-ransomware-gang-dark-web-leak-site/,techcrunch,https://techcrunch.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Explaining AI's impact on ransomware attacks and security - TechTarget,,[],2025-04-07,https://www.techtarget.com/searchsecurity/feature/explaining-ais-impact-on-ransomware-attacks-and-security,techtarget,https://www.techtarget.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Ransomware Trends: The Most Notable Attacks of the Last Six Months - Morphisec,,[],2025-04-07,https://www.morphisec.com/blog/ransomware-trends-notable-attacks-last-six-months/,morphisec,https://www.morphisec.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Ransomware Underground Faces Declining Relevance - BankInfoSecurity,,"['researchers', 'group', 'declining', 'groups', 'underground', 'faces', 'ransomware', 'victims', 'attention', 'data', 'ransom', 'security', 'relevance', 'threat']",2025-04-07,https://www.bankinfosecurity.com/blogs/ransomware-battles-unexpected-foe-scarce-attention-p-3850,bankinfosecurity,https://www.bankinfosecurity.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Port of Seattle Says 90,000 People Impacted by Ransomware Attack - SecurityWeek",,[],2025-04-07,https://www.securityweek.com/port-of-seattle-says-90000-people-impacted-by-ransomware-attack/,securityweek,https://www.securityweek.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Everest ransomware's dark web leak site defaced, now offline - BleepingComputer",,"['site', 'offline', 'attacker', 'dark', 'ransomware', 'leak', 'victims', 'everest', 'web', 'hacked', 'gang', 'defaced', 'ransomwares', 'threat', 'unknown']",2025-04-07,https://www.bleepingcomputer.com/news/security/everest-ransomwares-dark-web-leak-site-defaced-now-offline/,bleepingcomputer,https://www.bleepingcomputer.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Port of Seattle ransomware breach exposes data on around 90,000 people - TechRadar",,"['seattle', 'port', 'letters', 'notification', 'attack', 'ransomware', 'credit', '90000', 'data', 'exposes', 'systems', 'breach', '2024']",2025-04-07,https://www.techradar.com/pro/security/port-of-seattle-ransomware-breach-exposes-data-on-around-90-000-people,techradar,https://www.techradar.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Almost 90K compromised in Port of Seattle ransomware attack - SC Media,,"['seattle', 'various', 'attack', 'numbers', 'ransomware', 'compromised', 'information', 'rhysida', 'notice', 'data', 'washington', 'security', 'port', '90k', 'systems']",2025-04-07,https://www.scworld.com/brief/almost-90k-compromised-in-port-of-seattle-ransomware-attack,sc media,https://www.scworld.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Frederick Health Hospital Sued Over Ransomware Attack - WFMD-AM,,"['patients', 'classaction', 'identity', 'attack', 'frederick', 'ransomware', 'respond', 'hospital', 'affected', 'lawsuit', 'health', 'theft', 'sued']",2025-04-07,https://www.wfmd.com/2025/04/07/frederick-health-hospital-sued-over-ransomware-attack/,wfmd-am,https://www.wfmd.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Everest Ransomware Gang’s Leak Site Hacked and Defaced - GBHackers News,,"['app', 'safe', 'site', 'device', 'admin', 'stalkerware', 'gangs', 'ransomware', 'leak', 'spyware', 'everest', 'mode', 'hacked', 'access', 'password', 'defaced', 'apps']",2025-04-07,https://gbhackers.com/everest-ransomware-gangs-leak-site/,gbhackers news,https://gbhackers.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,7th April – Threat Intelligence Report - Check Point Software,,"['point', 'report', 'names', '7th', 'protection', 'attack', 'numbers', 'ransomware', 'information', 'resulted', 'intelligence', 'data', 'threat']",2025-04-07,https://research.checkpoint.com/2025/7th-april-threat-intelligence-report/,check point software,https://research.checkpoint.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"DBS vendor ransomware attack potentially exposes 8,200 customer statements - Yahoo Finance",,"['customer', 'statements', 'singapores', 'boc', 'attack', 'risk', 'dbs', 'ransomware', 'compromised', 'singapore', 'data', 'vickers', 'vendor', 'customers', 'affected', 'toppan']",2025-04-07,https://finance.yahoo.com/news/dbs-vendor-ransomware-attack-potentially-145416166.html,yahoo finance,https://finance.yahoo.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Food giant WK Kellogg discloses data breach linked to Clop ransomware - BleepingComputer,,"['linked', 'zeroday', 'kellogg', 'discloses', 'cleo', 'attacks', 'stolen', 'ransomware', 'food', 'data', 'clop', 'security', 'giant', 'wk', 'breach', '2024']",2025-04-07,https://www.bleepingcomputer.com/news/security/food-giant-wk-kellogg-discloses-data-breach-linked-to-clop-ransomware/,bleepingcomputer,https://www.bleepingcomputer.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,20-Year-Old Scattered Spider Hacker Pleads Guilty in Major Ransomware Case - GBHackers News,,"['major', '20yearold', 'cryptocurrency', 'scattered', 'ransomware', 'spider', 'victims', 'pleads', 'urban', 'urbans', 'million', 'hacker', 'access', 'case', 'phishing', 'theft', 'guilty']",2025-04-07,https://gbhackers.com/20-year-old-scattered-spider-hacker-pleads-guilty/,gbhackers news,https://gbhackers.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,20-Year-Old Scattered Spider Hacker Pleads Guilty Of Sophisticated Ransomware Attacks - CybersecurityNews,,[],2025-04-07,https://cybersecuritynews.com/20-year-old-scattered-spider-hacker-pleads-guilty/,cybersecuritynews,https://cybersecuritynews.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Someone hacked ransomware gang Everest’s leak site - Yahoo,,"['recent', 'hacks', 'site', 'gangs', 'ransomware', 'leak', 'experienced', 'data', 'hacked', 'including', 'everests', 'gang']",2025-04-07,https://www.yahoo.com/finance/news/someone-hacked-ransomware-gang-everest-114021673.html,yahoo,https://www.yahoo.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Best Statistical Ransomware Resilience Assessment Market - openPR.com,,"['set', 'significantly', 'market', 'report', 'markets', 'resilience', 'factors', 'trends', 'ransomware', 'growth', 'secura', 'integrity', 'industry', 'surecloud', 'surge', 'statistical', 'assessment']",2025-04-07,https://www.openpr.com/news/3958605/best-statistical-ransomware-resilience-assessment-market,openpr.com,https://www.openpr.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Ukrainian military innovation hubs have been under attack by ransomware programs since early February - Odessa Journal,,"['website', 'users', 'uav', 'early', 'ukrainian', 'hubs', 'malicious', 'attack', 'ransomware', 'ukrainecybercriminals', 'certua', 'innovation', 'programs', 'ukraines', 'activity', 'military']",2025-04-07,https://odessa-journal.com/ukrainian-military-innovation-hubs-have-been-under-attack-by-ransomware-programs-since-early-february,odessa journal,https://odessa-journal.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Why Cybercriminals Are Targeting Your Backups and How to Be Prepared - solutionsreview.com,,"['organizations', 'maintaining', 'data', 'backup', 'sophisticated', 'security', 'systems', 'targeting', 'prepared', 'cybercriminals', 'backups', 'storage', 'recovery']",2025-04-07,https://solutionsreview.com/backup-disaster-recovery/why-cybercriminals-are-targeting-your-backups-and-how-to-be-prepared-2/,solutionsreview.com,https://solutionsreview.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"More than 11,000 DBS, Bank of China customers’ information compromised after data attack on vendor - The Straits Times",,"['bank', 'statements', 'attack', 'dbs', '11000', 'singapore', 'information', 'compromised', 'china', 'banks', 'data', 'vendor', 'customers', 'affected', 'toppan']",2025-04-07,https://www.straitstimes.com/singapore/more-than-11000-dbs-bank-of-china-customers-information-compromised-after-data-attack-on-vendor,the straits times,https://www.straitstimes.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,UK Data Regulator Fines NHS Services Software Provider Over $3 Million for 2022 Ransomware Attack - CPO Magazine,,[],2025-04-07,https://www.cpomagazine.com/data-protection/uk-data-regulator-fines-nhs-services-software-provider-over-3-million-for-2022-ransomware-attack/,cpo magazine,https://www.cpomagazine.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Everest Ransomware Gang Leak Site Hacked and Defaced - CybersecurityNews,,[],2025-04-07,https://cybersecuritynews.com/everest-ransomware-gang-leak-site-hacked/,cybersecuritynews,https://cybersecuritynews.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Bank Of China, Singapore Branch Aware Of Ransomware Attack At Third-Party Service Provider - MarketScreener",,"['bank', 'singapore', 'branch', 'market', 'aware', 'provider', 'service', 'marketed', 'banking', 'products', 'services', 'sectors', 'organized', 'thirdparty', 'worldwide', 'attack', 'ransomware', 'china', 'retail', 'network']",2025-04-07,https://www.marketscreener.com/quote/stock/bank-of-china-limited-1412661/news/bank-of-china-singapore-branch-aware-of-ransomware-attack-at-third-party-service-provider-49551296/,marketscreener,https://www.marketscreener.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"DBS, Bank of China Singapore customers' data extracted after printing vendor hit by ransomware attack - CNA",,"['customer', 'bank', 'potentially', 'tnt', 'dbs', 'ransomware', 'singapore', 'china', 'compromised', 'hit', 'data', 'information', 'vendor', 'customers', 'printing', 'investigations', 'statementsletters', 'extracted']",2025-04-07,https://www.channelnewsasia.com/singapore/dbs-bank-china-ransomware-customer-data-printing-vendor-toppan-next-tech-5049616,cna,https://www.channelnewsasia.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Ransomware attack on printing vendor affects DBS and Bank of China customer data - theonlinecitizen.com,,[],2025-04-08,https://www.theonlinecitizen.com/2025/04/08/ransomware-attack-on-printing-vendor-affects-dbs-and-bank-of-china-customer-data/,theonlinecitizen.com,https://www.theonlinecitizen.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Threat Actors Weaponize Windows Screensavers Files to Deliver Malware - CybersecurityNews,,[],2025-04-07,https://cybersecuritynews.com/threat-actors-weaponize-windows-screensavers-files-to-deliver-malware/amp/,cybersecuritynews,https://cybersecuritynews.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,DBS customer data may be compromised as vendor suffers ransomware attack - MarketScreener,,"['boc', 'treasury', 'financial', 'segment', 'vendor', 'provides', 'singapores', 'risk', 'range', 'data', 'banking', 'products', 'services', 'institutional', 'customer', 'wealth', 'attack', 'dbs', 'ransomware']",2025-04-07,https://www.marketscreener.com/quote/stock/dbs-group-holdings-ltd-6491408/news/dbs-customer-data-may-be-compromised-as-vendor-suffers-ransomware-attack-49549963/,marketscreener,https://www.marketscreener.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,Research: Automotive Sector Cyberattacks Cost Tens of Billions in Damage - DBusiness Magazine,,"['ai', 'report', '2024', 'cyberattacks', 'attacks', 'research', 'cost', 'tens', 'automotive', 'sector', 'cybersecurity', 'data', 'systems', 'vulnerabilities', 'billions', 'damage', 'operational']",2025-04-07,https://www.dbusiness.com/hustle-and-muscle-articles/research-automotive-sector-cyberattacks-cost-tens-of-billions-in-damage/,dbusiness magazine,https://www.dbusiness.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,EDR & Antivirus Solutions Miss Two-Thirds (66%) of Malware Infections – SpyCloud Research - GBHackers News,,"['solutions', 'users', 'infections', 'spycloud', 'identity', 'malware', 'protection', 'endpoint', 'twothirds', 'data', 'antivirus', '66', 'edr', 'security', 'miss']",2025-04-07,https://gbhackers.com/edr-antivirus-solutions-miss-two-thirds-66-of-malware-infections/,gbhackers news,https://gbhackers.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"DBS & Bank of China customers’ info extracted in ransomware attack, no log-in details compromised - mustsharenews.com",,"['bank', 'names', 'statement', 'reported', 'leaked', 'contacting', 'login', 'dbs', 'ransomware', 'compromised', 'china', 'singapore', 'details', 'customers', 'info', 'extracted']",2025-04-07,https://mustsharenews.com/dbs-bank-of-china/,mustsharenews.com,https://mustsharenews.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,DBS customer data may be compromised as vendor suffers ransomware attack - The Edge Malaysia,,"['customer', 'bank', 'statements', 'tnt', 'attack', 'dbs', 'suffers', 'ransomware', 'compromised', 'singapore', 'data', 'vendor', 'customers']",2025-04-07,https://theedgemalaysia.com/node/750583,the edge malaysia,https://theedgemalaysia.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Port of Seattle notifies 90,000 people about data breach - Cybernews",,[],2025-04-07,https://cybernews.com/security/port-of-seattle-data-breach/,cybernews,https://cybernews.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"More than 11,000 DBS and BOC customers' data potentially extracted after cyber attack on printing vendor - The Edge Singapore",,[],2025-04-07,https://www.theedgesingapore.com/news/cybersecurity/more-11000-dbs-and-boc-customers-data-potentially-extracted-after-cyber-attack,the edge singapore,https://www.theedgesingapore.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,NEPTUNE RAT : An advanced Windows RAT with System Destruction Capabilities and Password Exfiltration from 270+ Applications - cyfirma,,"['used', 'capabilities', 'system', 'executable', 'rat', 'neptune', 'file', 'advanced', 'malware', 'files', 'command', 'exfiltration', 'dll', 'password', 'destruction', 'applications', 'windows']",2025-04-07,https://www.cyfirma.com/research/neptune-rat-an-advanced-windows-rat-with-system-destruction-capabilities-and-password-exfiltration-from-270-applications/,cyfirma,https://www.cyfirma.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"1 billion malware programs, 1 easy fix - Komando.com",,"['super', 'cords', 'way', 'velcro', 'malware', 'sweetwe', 'tame', 'things', 'billion', 'fix', 'easy', 'theyre', 'programs', 'tempting', 'ties']",2025-04-07,https://www.komando.com/?p=3941782,komando.com,https://www.komando.com,neutral,0.0,2025-04-08T06:04:08.161871
Ransomware,"Kellogg discloses data breach, but it's not super cereal - Cybernews",,[],2025-04-07,https://cybernews.com/security/wk-kellogg-discloses-data-breach/,cybernews,https://cybernews.com,neutral,0.0,2025-04-08T06:04:08.161871
